zipcode,celebrity
93101,Kara Scott
93101,Nerf Herder
93101,Pressure 4-5
93101,Rudy Rupak
93101,Snot
93101,Summercamp
93101,The Black Watch
93101,This Ascension
93101,Thriving Ivory
93101,Toad the Wet Sprocket
93101,Todd Jonathan Rogers
93101,Todd Rogers
93101,Ultraspank
93101,Uphill Battle
93101,Versus the World
93111,Joey Cape's Bad Loud
93111,Lagwagon
93117,Rebelution
93210,Carissa Phelps
93230,Ashley Slater
93230,Ed Hill
93230,Lennie Moore
93257,Allen Drury
93257,Allen Stuart Drury
93257,Cam Smith (Hotel Books
93257,Hotel Books
93274,Bryan Allen
93274,Bryan L. Allen
93274,Hal Fowler
93277,Butterglory
93280,A Cursive Memory
93280,A Drop in the Gray
93280,A Lighter Shade of Brown
93280,A Lot Like Birds
93280,A Perfect Circle
93280,AC/DShe
93280,ARORA
93280,Abdul Alim Musa
93280,Abecedarians
93280,Above the Law
93280,Abscess
93280,Aceyalone
93280,Acme Rocket Quartet
93280,Act As If
93280,Act of Defiance
93280,Adam Again
93280,Adam Bravin
93280,Adam Christing
93280,Adam Gnade
93280,Adam Merrin
93280,Adam Samuel Goldman
93280,Adler
93280,Adler's Appetite
93280,Admiral Radley
93280,Aesthetic Perfection
93280,After Romeo
93280,Afternoons
93280,Against All Will
93280,Ahmad
93280,Aimee Echo
93280,Aimee Miller
93280,Alaska!
93280,Albert McNeil Jubilee Singers
93280,Alcatrazz
93280,Alessi Brothers
93280,Alex Blanc
93280,Alexander Cardinale
93280,Alien Ant Farm
93280,Alien Crime Syndicate
93280,Alisa Childers
93280,All Night Radio
93280,All Shall Perish
93280,Allah-Las
93280,Allegiance
93280,Allstar Weekend
93280,Alton McClain and Destiny
93280,Alvin and the Chipmunks
93280,Ambrosia
93280,Amen
93280,American Juniors
93280,American Pearl
93280,Amick Byram
93280,Amp Live
93280,AmpLive
93280,Amps for Christ
93280,Amy Chow
93280,Anabel Englund
93280,Andain
93280,Anderson .Paak
93280,Andre Afram Asmar
93280,André Previn
93280,Andy DeMize
93280,Andy The Kid
93280,Angel City Outcasts
93280,Angel Deradoorian
93280,Angel Ibarra
93280,Angel Taylor
93280,Angry Samoans
93280,Animosity
93280,Ankla
93280,Anna Turner
93280,Anna-Lynne Williams
93280,Anotha Level
93280,Another Single Day
93280,Antagonist
93280,Antagony
93280,"Anthony ""Sir Jinx"" Wheaton"
93280,Anything Box
93280,Anywhere
93280,Apex Manor
93280,Aphasia
93280,Apollo
93280,Aqualillies
93280,Arcade
93280,Armik
93280,Armistead Burwell Smith IV
93280,Armored Saint
93280,Armors
93280,Army Navy
93280,Army of Anyone
93280,Arthur Davis
93280,Arthur Lee
93280,Asbestosdeath
93280,Asesino
93280,Ashley Dzerigian
93280,Aspects of Physics
93280,Asphalt Ballet
93280,Assassin
93280,Assemble Head in Sunburst Sound
93280,Astra
93280,Astrovamps
93280,Attaxe
93280,Aubrey O'Day
93280,Audio Push
93280,Audra Lowe
93280,Audrey Napoleon
93280,Augustana
93280,Austin Feinstein
93280,Autolux
93280,Automatic Man
93280,Avengers
93280,Avi Buffalo
93280,Awolnation
93280,Aztlan Underground
93280,B.Slade
93280,BC Jean
93280,Babylon A.D.
93280,Bachelors of Science
93280,Bad Azz
93280,Bad Credit
93280,Bad English
93280,Bad Radio
93280,Bad Religion
93280,Bad Suns
93280,Badlands
93280,Band AKA
93280,Bang Tango
93280,Bar 7
93280,Barren Cross
93280,Barry Carl
93280,Bastard Noise
93280,Baths
93280,Battle Tapes
93280,Battlecat
93280,Beachwood Sparks
93280,Beatbeat Whisper
93280,Beautiful Creatures
93280,Becky Stark
93280,Bedroom Walls
93280,Beefy Red
93280,Before Dark
93280,Before the Mourning
93280,Bellavista
93280,Bellydance Superstars
93280,Ben Bledsoe
93280,Benedictum
93280,Benton Falls
93280,Benümb
93280,Berlin
93280,Best Coast
93280,Beta Play
93280,Bethel Music
93280,Better Luck Next Time
93280,Beulah
93280,Beware of Darkness
93280,Beware of Safety
93280,Bibiana Candelas
93280,Bibiana Candelas Ramírez
93280,Big Black Delta
93280,Big Brother and the Holding Company
93280,Big Daddy
93280,Big Fase 100
93280,Big Japan
93280,Big Time Rush
93280,Bikeride
93280,Bill Goodwin
93280,Bill Lee
93280,Bill Lowrey
93280,Billy Higgins
93280,Billy Hill and the Hillbillies
93280,Birdmonster
93280,Bitter:Sweet
93280,Black Country Communion
93280,Black Infinity
93280,Black Label Society
93280,Black Light Burns
93280,Black Pearl
93280,Black Pine
93280,Black Randy and the Metrosquad
93280,Black Snake Moan
93280,BlackBlack
93280,Blackburner
93280,Blake Sennett
93280,Bleached
93280,Blectum from Blechdom
93280,Bleed the Dream
93280,Blind Illusion
93280,Blinky
93280,Blood on the Saddle
93280,Blu
93280,Blue Cheer
93280,Bluesberry Jam
93280,Bob & Earl
93280,Bob James
93280,Bob Kakaha
93280,Bobby Brackins
93280,Bobby Freeman
93280,Bobby Joe Ebola and the Children MacNuggits
93280,Bobby and the Midnites
93280,Body Count
93280,Bomarr
93280,Bomb Zombies
93280,Boneless Children Foundation
93280,Bones
93280,Boris Smile
93280,Bosse-de-Nage
93280,Box Car Racer
93280,Bracket
93280,"Brad ""Daddy X"" Xavier"
93280,Brain Drill
93280,Braindead Soundmachine
93280,Brandan Schieppati
93280,BrandenBeatBoy
93280,Brandy
93280,Brandy Moss-Scott
93280,Brandy Norwood
93280,Bray
93280,Brazzaville
93280,Bread
93280,Brenden Shucart
93280,Brian Grazer
